CTD,20130709ODF
# REPORTED CAST DEPTH IS CTD_DEPTH + DISTANCE_ABOVE_BOTTOM AT MAX PRESSURE
NUMBER_HEADERS = 11
EXPOCODE = 318M20130321
SECT_ID = P02W
STNNBR = 35
CASTNO = 1
DATE = 20130415
TIME = 0212
LATITUDE =  30.0001
LONGITUDE =  147.7915
DEPTH =  6173
INSTRUMENT_ID = 914
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,TRANSM,TRANSM_FLAG_W,FLUORM,FLUORM_FLAG_W,CTDNOBS,CTDETIME
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,0-5VDC,,,
   3174.0,2,   1.5566,2,  34.6662,2,    133.3,2,   4.4628,1,    0.005,1,       48,   3940.8
   3176.0,2,   1.5567,2,  34.6663,2,    133.4,2,   4.4632,1,    0.005,1,       48,   3942.8
   3178.0,2,   1.5568,2,  34.6664,2,    133.4,2,   4.4629,1,    0.005,1,       36,   3944.5
   3180.0,2,   1.5568,2,  34.6664,2,    133.5,2,   4.4633,1,    0.005,1,       36,   3946.0
   3182.0,2,   1.5568,2,  34.6663,2,    133.7,2,   4.4633,1,    0.005,1,       72,   3948.2
   3184.0,2,   1.5559,2,  34.6664,2,    133.7,2,   4.4633,1,    0.005,1,       36,   3950.5
   3186.0,2,   1.5551,2,  34.6664,2,    133.8,2,   4.4630,1,    0.005,1,       36,   3952.0
   3188.0,2,   1.5545,2,  34.6665,2,    133.8,2,   4.4631,1,    0.005,1,       48,   3953.8
   3190.0,2,   1.5542,2,  34.6666,2,    133.8,2,   4.4632,1,    0.005,1,       60,   3956.0
   3192.0,2,   1.5542,2,  34.6666,2,    133.9,2,   4.4632,1,    0.005,1,       36,   3958.0
   3194.0,2,   1.5538,2,  34.6666,2,    133.9,2,   4.4628,1,    0.005,1,       48,   3959.8
   3196.0,2,   1.5536,2,  34.6666,2,    134.0,2,   4.4632,1,    0.005,1,       60,   3962.0
   3198.0,2,   1.5535,2,  34.6668,2,    133.9,2,   4.4631,1,    0.005,1,       36,   3964.0
   3200.0,2,   1.5535,2,  34.6668,2,    134.0,2,   4.4630,1,    0.005,1,       48,   3965.8
   3202.0,2,   1.5529,2,  34.6668,2,    134.1,2,   4.4630,1,    0.005,1,       48,   3967.8
   3204.0,2,   1.5528,2,  34.6669,2,    134.0,2,   4.4631,1,    0.005,1,       48,   3969.8
   3206.0,2,   1.5525,2,  34.6669,2,    134.1,2,   4.4633,1,    0.005,1,       48,   3971.8
   3208.0,2,   1.5517,2,  34.6671,2,    134.1,2,   4.4632,1,    0.005,1,       48,   3973.8
   3210.0,2,   1.5515,2,  34.6671,2,    134.2,2,   4.4631,1,    0.005,1,       36,   3975.5
   3212.0,2,   1.5508,2,  34.6671,2,    134.2,2,   4.4632,1,    0.005,1,       48,   3977.2
   3214.0,2,   1.5510,2,  34.6671,2,    134.3,2,   4.4631,1,    0.005,1,       48,   3979.2
   3216.0,2,   1.5510,2,  34.6672,2,    134.4,2,   4.4631,1,    0.005,1,       48,   3981.2
   3218.0,2,   1.5504,2,  34.6673,2,    134.0,2,   4.4630,1,    0.005,1,       36,   3983.0
   3220.0,2,   1.5503,2,  34.6673,2,    133.8,2,   4.4627,1,    0.006,1,       48,   3984.8
   3222.0,2,   1.5504,2,  34.6673,2,    133.8,2,   4.4628,1,    0.006,1,       48,   3986.8
   3224.0,2,   1.5498,2,  34.6673,2,    133.9,2,   4.4625,1,    0.006,1,       48,   3988.8
   3226.0,2,   1.5493,2,  34.6674,2,    133.9,2,   4.4625,1,    0.006,1,       60,   3991.0
   3228.0,2,   1.5492,2,  34.6675,2,    133.9,2,   4.4627,1,    0.006,1,       36,   3993.0
   3230.0,2,   1.5485,2,  34.6677,2,    133.9,2,   4.4625,1,    0.006,1,       48,   3994.8
   3232.0,2,   1.5476,2,  34.6677,2,    133.9,2,   4.4627,1,    0.006,1,       48,   3996.8
   3234.0,2,   1.5470,2,  34.6678,2,    134.0,2,   4.4630,1,    0.006,1,       48,   3998.8
   3236.0,2,   1.5461,2,  34.6680,2,    134.1,2,   4.4627,1,    0.006,1,       48,   4000.8
   3238.0,2,   1.5449,2,  34.6680,2,    134.1,2,   4.4627,1,    0.006,1,       48,   4002.8
   3240.0,2,   1.5448,2,  34.6681,2,    134.2,2,   4.4630,1,    0.006,1,       48,   4004.8
   3242.0,2,   1.5450,2,  34.6681,2,    134.2,2,   4.4627,1,    0.006,1,       36,   4006.5
   3244.0,2,   1.5449,2,  34.6681,2,    134.7,2,   4.4631,1,    0.005,1,       48,   4008.2
   3246.0,2,   1.5448,2,  34.6681,2,    135.1,2,   4.4632,1,    0.005,1,       48,   4010.2
   3248.0,2,   1.5448,2,  34.6682,2,    135.2,2,   4.4631,1,    0.005,1,       48,   4012.2
   3250.0,2,   1.5448,2,  34.6682,2,    135.2,2,   4.4629,1,    0.005,1,       48,   4014.2
   3252.0,2,   1.5448,2,  34.6684,2,    135.3,2,   4.4634,1,    0.005,1,       48,   4016.2
   3254.0,2,   1.5447,2,  34.6684,2,    135.4,2,   4.4630,1,    0.005,1,       36,   4018.0
   3256.0,2,   1.5449,2,  34.6684,2,    135.4,2,   4.4630,1,    0.005,1,       48,   4019.8
   3258.0,2,   1.5450,2,  34.6684,2,    135.4,2,   4.4630,1,    0.005,1,       48,   4021.8
   3260.0,2,   1.5448,2,  34.6684,2,    135.5,2,   4.4631,1,    0.005,1,       48,   4023.8
   3262.0,2,   1.5441,2,  34.6684,2,    135.5,2,   4.4632,1,    0.005,1,       48,   4025.8
   3264.0,2,   1.5423,2,  34.6684,2,    135.5,2,   4.4631,1,    0.005,1,       48,   4027.8
   3266.0,2,   1.5419,2,  34.6687,2,    135.6,2,   4.4632,1,    0.005,1,       36,   4029.5
   3268.0,2,   1.5420,2,  34.6687,2,    135.5,2,   4.4631,1,    0.005,1,       48,   4031.2
   3270.0,2,   1.5421,2,  34.6687,2,    135.7,2,   4.4629,1,    0.005,1,       60,   4033.5
   3272.0,2,   1.5421,2,  34.6688,2,    135.7,2,   4.4632,1,    0.005,1,       48,   4035.8
   3274.0,2,   1.5421,2,  34.6688,2,    135.8,2,   4.4630,1,    0.005,1,       36,   4037.5
   3276.0,2,   1.5418,2,  34.6688,2,    135.9,2,   4.4630,1,    0.005,1,       60,   4039.5
   3278.0,2,   1.5413,2,  34.6689,2,    135.9,2,   4.4629,1,    0.005,1,       36,   4041.5
   3280.0,2,   1.5411,2,  34.6689,2,    136.0,2,   4.4630,1,    0.005,1,       36,   4043.0
   3282.0,2,   1.5408,2,  34.6689,2,    136.0,2,   4.4630,1,    0.005,1,       48,   4044.8
   3284.0,2,   1.5407,2,  34.6690,2,    136.1,2,   4.4629,1,    0.005,1,       48,   4046.8
   3286.0,2,   1.5406,2,  34.6690,2,    136.1,2,   4.4632,1,    0.005,1,       48,   4048.8
   3288.0,2,   1.5404,2,  34.6690,2,    136.1,2,   4.4632,1,    0.005,1,       48,   4050.8
   3290.0,2,   1.5402,2,  34.6692,2,    136.2,2,   4.4631,1,    0.005,1,       48,   4052.8
   3292.0,2,   1.5403,2,  34.6691,2,    136.2,2,   4.4630,1,    0.005,1,       36,   4054.5
   3294.0,2,   1.5401,2,  34.6692,2,    136.2,2,   4.4632,1,    0.005,1,       48,   4056.2
   3296.0,2,   1.5400,2,  34.6692,2,    136.2,2,   4.4619,1,    0.005,1,       60,   4058.5
   3298.0,2,   1.5393,2,  34.6693,2,    136.3,2,   4.4631,1,    0.005,1,       48,   4060.8
   3300.0,2,   1.5387,2,  34.6695,2,    136.3,2,   4.4631,1,    0.005,1,       48,   4062.8
   3302.0,2,   1.5387,2,  34.6695,2,    136.4,2,   4.4629,1,    0.005,1,       36,   4064.5
   3304.0,2,   1.5386,2,  34.6694,2,    136.4,2,   4.4630,1,    0.005,1,       48,   4066.2
   3306.0,2,   1.5387,2,  34.6693,2,    136.5,2,   4.4612,1,    0.005,1,       48,   4068.2
   3308.0,2,   1.5387,2,  34.6695,2,    136.5,2,   4.4631,1,    0.005,1,       48,   4070.2
   3310.0,2,   1.5386,2,  34.6696,2,    136.6,2,   4.4633,1,    0.005,1,       48,   4072.2
   3312.0,2,   1.5385,2,  34.6697,2,    136.6,2,   4.4629,1,    0.005,1,       36,   4074.0
   3314.0,2,   1.5382,2,  34.6696,2,    136.6,2,   4.4631,1,    0.005,1,       60,   4076.0
   3316.0,2,   1.5384,2,  34.6697,2,    136.7,2,   4.4630,1,    0.005,1,       48,   4078.2
   3318.0,2,   1.5381,2,  34.6697,2,    136.7,2,   4.4630,1,    0.005,1,       36,   4080.0
   3320.0,2,   1.5381,2,  34.6698,2,    136.8,2,   4.4628,1,    0.005,1,       48,   4081.8
   3322.0,2,   1.5378,2,  34.6696,2,    136.8,2,   4.4631,1,    0.005,1,       48,   4083.8
   3324.0,2,   1.5365,2,  34.6699,2,    136.8,2,   4.4632,1,    0.005,1,       48,   4085.8
   3326.0,2,   1.5365,2,  34.6700,2,    136.8,2,   4.4630,1,    0.005,1,       36,   4087.5
   3328.0,2,   1.5363,2,  34.6699,2,    137.0,2,   4.4631,1,    0.005,1,       48,   4089.2
   3330.0,2,   1.5357,2,  34.6698,2,    136.9,2,   4.4633,1,    0.005,1,       72,   4091.8
   3332.0,2,   1.5353,2,  34.6702,2,    137.0,2,   4.4628,1,    0.005,1,       36,   4094.0
   3334.0,2,   1.5352,2,  34.6703,2,    137.1,2,   4.4631,1,    0.005,1,       24,   4095.2
   3336.0,2,   1.5351,2,  34.6702,2,    137.0,2,   4.4630,1,    0.005,1,       48,   4096.8
   3338.0,2,   1.5351,2,  34.6700,2,    137.1,2,   4.4629,1,    0.005,1,       84,   4099.5
   3340.0,2,   1.5347,2,  34.6703,2,    137.2,2,   4.4627,1,    0.005,1,       36,   4102.0
   3342.0,2,   1.5332,2,  34.6705,2,    137.2,2,   4.4630,1,    0.005,1,       36,   4103.5
   3344.0,2,   1.5325,2,  34.6705,2,    137.2,2,   4.4632,1,    0.005,1,       36,   4105.0
   3346.0,2,   1.5326,2,  34.6704,2,    137.3,2,   4.4630,1,    0.005,1,       48,   4106.8
   3348.0,2,   1.5327,2,  34.6703,2,    137.3,2,   4.4627,1,    0.005,1,       48,   4108.8
   3350.0,2,   1.5322,2,  34.6704,2,    137.4,2,   4.4628,1,    0.005,1,       48,   4110.8
   3352.0,2,   1.5322,2,  34.6706,2,    137.4,2,   4.4630,1,    0.005,1,       36,   4112.5
   3354.0,2,   1.5321,2,  34.6706,2,    137.5,2,   4.4629,1,    0.005,1,       48,   4114.2
   3356.0,2,   1.5320,2,  34.6705,2,    137.6,2,   4.4632,1,    0.005,1,       60,   4116.5
   3358.0,2,   1.5317,2,  34.6706,2,    137.6,2,   4.4631,1,    0.005,1,       48,   4118.8
   3360.0,2,   1.5315,2,  34.6709,2,    137.6,2,   4.4630,1,    0.005,1,       36,   4120.5
   3362.0,2,   1.5309,2,  34.6708,2,    137.7,2,   4.4631,1,    0.005,1,       36,   4122.0
   3364.0,2,   1.5308,2,  34.6707,2,    137.7,2,   4.4630,1,    0.005,1,       60,   4124.0
   3366.0,2,   1.5307,2,  34.6707,2,    137.7,2,   4.4630,1,    0.005,1,       48,   4126.2
   3368.0,2,   1.5305,2,  34.6710,2,    137.8,2,   4.4629,1,    0.005,1,       48,   4128.2
   3370.0,2,   1.5305,2,  34.6710,2,    137.8,2,   4.4630,1,    0.005,1,       48,   4130.2
   3372.0,2,   1.5304,2,  34.6708,2,    137.9,2,   4.4629,1,    0.005,1,       60,   4132.5
   3374.0,2,   1.5299,2,  34.6711,2,    137.9,2,   4.4627,1,    0.005,1,       36,   4134.5
   3376.0,2,   1.5297,2,  34.6712,2,    137.9,2,   4.4625,1,    0.005,1,       36,   4136.0
   3378.0,2,   1.5296,2,  34.6712,2,    138.0,2,   4.4630,1,    0.005,1,       48,   4137.8
   3380.0,2,   1.5297,2,  34.6710,2,    138.0,2,   4.4631,1,    0.005,1,       60,   4140.0
   3382.0,2,   1.5296,2,  34.6711,2,    138.1,2,   4.4629,1,    0.005,1,       48,   4142.2
   3384.0,2,   1.5295,2,  34.6713,2,    138.1,2,   4.4631,1,    0.005,1,       36,   4144.0
   3386.0,2,   1.5296,2,  34.6712,2,    138.1,2,   4.4631,1,    0.005,1,       48,   4145.8
   3388.0,2,   1.5294,2,  34.6712,2,    138.2,2,   4.4632,1,    0.005,1,       48,   4147.8
   3390.0,2,   1.5288,2,  34.6713,2,    138.2,2,   4.4632,1,    0.005,1,       48,   4149.8
   3392.0,2,   1.5286,2,  34.6713,2,    138.2,2,   4.4631,1,    0.005,1,       48,   4151.8
   3394.0,2,   1.5286,2,  34.6713,2,    138.3,2,   4.4632,1,    0.005,1,       48,   4153.8
   3396.0,2,   1.5287,2,  34.6713,2,    138.3,2,   4.4627,1,    0.005,1,       48,   4155.8
   3398.0,2,   1.5286,2,  34.6715,2,    138.4,2,   4.4629,1,    0.005,1,       48,   4157.8
   3400.0,2,   1.5284,2,  34.6716,2,    138.4,2,   4.4629,1,    0.005,1,       36,   4159.5
   3402.0,2,   1.5280,2,  34.6715,2,    138.5,2,   4.4630,1,    0.005,1,       60,   4161.5
   3404.0,2,   1.5277,2,  34.6715,2,    138.5,2,   4.4629,1,    0.005,1,       48,   4163.8
   3406.0,2,   1.5275,2,  34.6716,2,    138.6,2,   4.4631,1,    0.005,1,       48,   4165.8
   3408.0,2,   1.5274,2,  34.6716,2,    138.5,2,   4.4631,1,    0.005,1,       48,   4167.8
   3410.0,2,   1.5273,2,  34.6717,2,    138.6,2,   4.4630,1,    0.005,1,       48,   4169.8
   3412.0,2,   1.5270,2,  34.6717,2,    138.7,2,   4.4631,1,    0.005,1,       36,   4171.5
   3414.0,2,   1.5265,2,  34.6718,2,    138.7,2,   4.4631,1,    0.005,1,       48,   4173.2
   3416.0,2,   1.5263,2,  34.6718,2,    138.7,2,   4.4632,1,    0.005,1,       48,   4175.2
   3418.0,2,   1.5261,2,  34.6718,2,    138.8,2,   4.4631,1,    0.005,1,       48,   4177.2
   3420.0,2,   1.5261,2,  34.6718,2,    138.8,2,   4.4631,1,    0.005,1,       48,   4179.2
   3422.0,2,   1.5260,2,  34.6721,2,    138.9,2,   4.4632,1,    0.005,1,       48,   4181.2
   3424.0,2,   1.5256,2,  34.6723,2,    138.9,2,   4.4629,1,    0.005,1,       36,   4183.0
   3426.0,2,   1.5251,2,  34.6721,2,    139.0,2,   4.4630,1,    0.005,1,       60,   4185.0
   3428.0,2,   1.5249,2,  34.6721,2,    139.0,2,   4.4631,1,    0.005,1,       48,   4187.2
   3430.0,2,   1.5247,2,  34.6722,2,    139.1,2,   4.4631,1,    0.005,1,       48,   4189.2
   3432.0,2,   1.5244,2,  34.6722,2,    139.1,2,   4.4627,1,    0.005,1,       48,   4191.2
   3434.0,2,   1.5241,2,  34.6723,2,    139.1,2,   4.4631,1,    0.005,1,       48,   4193.2
   3436.0,2,   1.5242,2,  34.6724,2,    139.2,2,   4.4628,1,    0.005,1,       36,   4195.0
   3438.0,2,   1.5239,2,  34.6723,2,    139.2,2,   4.4630,1,    0.005,1,       48,   4196.8
   3440.0,2,   1.5238,2,  34.6723,2,    139.3,2,   4.4630,1,    0.005,1,       48,   4198.8
   3442.0,2,   1.5236,2,  34.6723,2,    139.3,2,   4.4630,1,    0.005,1,       60,   4201.0
   3444.0,2,   1.5229,2,  34.6725,2,    139.3,2,   4.4631,1,    0.005,1,       48,   4203.2
   3446.0,2,   1.5224,2,  34.6726,2,    139.4,2,   4.4628,1,    0.005,1,       36,   4205.0
   3448.0,2,   1.5217,2,  34.6727,2,    139.4,2,   4.4629,1,    0.005,1,       48,   4206.8
   3450.0,2,   1.5212,2,  34.6728,2,    139.5,2,   4.4627,1,    0.005,1,       36,   4208.5
   3452.0,2,   1.5206,2,  34.6727,2,    139.5,2,   4.4631,1,    0.005,1,       48,   4210.2
   3454.0,2,   1.5199,2,  34.6729,2,    139.6,2,   4.4631,1,    0.005,1,       60,   4212.5
   3456.0,2,   1.5199,2,  34.6730,2,    139.7,2,   4.4632,1,    0.005,1,       48,   4214.8
   3458.0,2,   1.5198,2,  34.6730,2,    139.8,2,   4.4631,1,    0.005,1,       48,   4216.8
   3460.0,2,   1.5197,2,  34.6729,2,    139.8,2,   4.4631,1,    0.005,1,       36,   4218.5
   3462.0,2,   1.5195,2,  34.6730,2,    139.9,2,   4.4629,1,    0.005,1,       48,   4220.2
   3464.0,2,   1.5196,2,  34.6730,2,    140.0,2,   4.4631,1,    0.005,1,       60,   4222.5
   3466.0,2,   1.5195,2,  34.6730,2,    140.0,2,   4.4628,1,    0.005,1,       36,   4224.5
   3468.0,2,   1.5195,2,  34.6730,2,    140.1,2,   4.4628,1,    0.005,1,       48,   4226.2
   3470.0,2,   1.5194,2,  34.6731,2,    140.1,2,   4.4632,1,    0.005,1,       48,   4228.2
   3472.0,2,   1.5190,2,  34.6732,2,    140.1,2,   4.4630,1,    0.005,1,       60,   4230.5
   3474.0,2,   1.5190,2,  34.6731,2,    140.2,2,   4.4631,1,    0.005,1,       48,   4232.8
   3476.0,2,   1.5188,2,  34.6732,2,    140.2,2,   4.4628,1,    0.005,1,       48,   4234.8
   3478.0,2,   1.5187,2,  34.6732,2,    140.1,2,   4.4631,1,    0.005,1,       36,   4236.5
   3480.0,2,   1.5185,2,  34.6732,2,    140.2,2,   4.4629,1,    0.005,1,       36,   4238.0
   3482.0,2,   1.5185,2,  34.6732,2,    140.2,2,   4.4627,1,    0.005,1,       60,   4240.0
   3484.0,2,   1.5185,2,  34.6732,2,    140.2,2,   4.4629,1,    0.005,1,       48,   4242.2
   3486.0,2,   1.5181,2,  34.6733,2,    140.2,2,   4.4629,1,    0.005,1,       48,   4244.2
   3488.0,2,   1.5176,2,  34.6733,2,    140.1,2,   4.4628,1,    0.005,1,       48,   4246.2
   3490.0,2,   1.5174,2,  34.6735,2,    139.8,2,   4.4627,1,    0.005,1,       48,   4248.2
   3492.0,2,   1.5173,2,  34.6735,2,    139.8,2,   4.4629,1,    0.005,1,       36,   4250.0
   3494.0,2,   1.5172,2,  34.6734,2,    139.9,2,   4.4626,1,    0.005,1,       48,   4251.8
   3496.0,2,   1.5172,2,  34.6734,2,    139.9,2,   4.4627,1,    0.005,1,       48,   4253.8
   3498.0,2,   1.5172,2,  34.6734,2,    139.9,2,   4.4628,1,    0.005,1,       72,   4256.2
   3500.0,2,   1.5170,2,  34.6736,2,    140.0,2,   4.4628,1,    0.005,1,       48,   4258.8
   3502.0,2,   1.5159,2,  34.6737,2,    140.0,2,   4.4629,1,    0.005,1,       36,   4260.5
   3504.0,2,   1.5156,2,  34.6739,2,    140.1,2,   4.4629,1,    0.005,1,       48,   4262.2
   3506.0,2,   1.5154,2,  34.6738,2,    140.5,2,   4.4630,1,    0.005,1,       48,   4264.2
   3508.0,2,   1.5150,2,  34.6738,2,    140.5,2,   4.4628,1,    0.005,1,       48,   4266.2
   3510.0,2,   1.5146,2,  34.6738,2,    140.5,2,   4.4630,1,    0.005,1,       48,   4268.2
   3512.0,2,   1.5147,2,  34.6740,2,    140.6,2,   4.4627,1,    0.005,1,       48,   4270.2
   3514.0,2,   1.5148,2,  34.6739,2,    140.7,2,   4.4629,1,    0.005,1,       48,   4272.2
   3516.0,2,   1.5148,2,  34.6739,2,    140.8,2,   4.4627,1,    0.005,1,       36,   4274.0
   3518.0,2,   1.5141,2,  34.6740,2,    140.8,2,   4.4629,1,    0.005,1,       48,   4275.8
   3520.0,2,   1.5136,2,  34.6741,2,    140.9,2,   4.4631,1,    0.005,1,       60,   4278.0
   3522.0,2,   1.5135,2,  34.6743,2,    140.9,2,   4.4630,1,    0.005,1,       48,   4280.2
   3524.0,2,   1.5134,2,  34.6743,2,    140.9,2,   4.4630,1,    0.005,1,       36,   4282.0
   3526.0,2,   1.5132,2,  34.6743,2,    141.0,2,   4.4630,1,    0.005,1,       48,   4283.8
   3528.0,2,   1.5131,2,  34.6742,2,    141.0,2,   4.4629,1,    0.005,1,       48,   4285.8
   3530.0,2,   1.5130,2,  34.6742,2,    141.1,2,   4.4630,1,    0.005,1,       48,   4287.8
   3532.0,2,   1.5127,2,  34.6743,2,    141.1,2,   4.4630,1,    0.005,1,       48,   4289.8
   3534.0,2,   1.5121,2,  34.6745,2,    141.1,2,   4.4627,1,    0.005,1,       48,   4291.8
   3536.0,2,   1.5120,2,  34.6744,2,    141.2,2,   4.4627,1,    0.005,1,       48,   4293.8
   3538.0,2,   1.5119,2,  34.6744,2,    141.2,2,   4.4628,1,    0.005,1,       48,   4295.8
   3540.0,2,   1.5120,2,  34.6744,2,    141.3,2,   4.4629,1,    0.005,1,       48,   4297.8
   3542.0,2,   1.5119,2,  34.6746,2,    141.0,2,   4.4631,1,    0.005,1,       48,   4299.8
   3544.0,2,   1.5119,2,  34.6746,2,    140.8,2,   4.4627,1,    0.005,1,       48,   4301.8
   3546.0,2,   1.5118,2,  34.6746,2,    140.9,2,   4.4631,1,    0.005,1,       48,   4303.8
   3548.0,2,   1.5114,2,  34.6746,2,    140.9,2,   4.4631,1,    0.005,1,       60,   4306.0
   3550.0,2,   1.5105,2,  34.6749,2,    141.0,2,   4.4626,1,    0.005,1,       36,   4308.0
   3552.0,2,   1.5100,2,  34.6750,2,    141.0,2,   4.4631,1,    0.005,1,       36,   4309.5
   3554.0,2,   1.5095,2,  34.6749,2,    140.9,2,   4.4631,1,    0.005,1,       36,   4311.0
   3556.0,2,   1.5097,2,  34.6747,2,    141.1,2,   4.4628,1,    0.005,1,       72,   4313.2
   3558.0,2,   1.5098,2,  34.6747,2,    141.1,2,   4.4627,1,    0.005,1,       36,   4315.5
   3560.0,2,   1.5099,2,  34.6748,2,    141.0,2,   4.4629,1,    0.005,1,       48,   4317.2
   3562.0,2,   1.5098,2,  34.6748,2,    141.1,2,   4.4629,1,    0.005,1,       48,   4319.2
   3564.0,2,   1.5097,2,  34.6749,2,    141.0,2,   4.4628,1,    0.005,1,       48,   4321.2
   3566.0,2,   1.5096,2,  34.6750,2,    141.0,2,   4.4626,1,    0.005,1,       36,   4323.0
   3568.0,2,   1.5087,2,  34.6750,2,    141.1,2,   4.4627,1,    0.005,1,       48,   4324.8
   3570.0,2,   1.5084,2,  34.6750,2,    141.1,2,   4.4628,1,    0.005,1,       72,   4327.2
   3572.0,2,   1.5084,2,  34.6752,2,    141.2,2,   4.4628,1,    0.005,1,       48,   4329.8
   3574.0,2,   1.5083,2,  34.6751,2,    141.2,2,   4.4628,1,    0.005,1,       36,   4331.5
   3576.0,2,   1.5080,2,  34.6753,2,    141.7,2,   4.4629,1,    0.005,1,       48,   4333.2
   3578.0,2,   1.5080,2,  34.6754,2,    142.0,2,   4.4629,1,    0.005,1,       36,   4335.0
   3580.0,2,   1.5079,2,  34.6753,2,    142.0,2,   4.4627,1,    0.005,1,       48,   4336.8
   3582.0,2,   1.5078,2,  34.6752,2,    142.1,2,   4.4632,1,    0.005,1,       60,   4339.0
   3584.0,2,   1.5077,2,  34.6755,2,    142.2,2,   4.4629,1,    0.005,1,       48,   4341.2
   3586.0,2,   1.5075,2,  34.6756,2,    142.2,2,   4.4632,1,    0.005,1,       36,   4343.0
   3588.0,2,   1.5073,2,  34.6755,2,    142.2,2,   4.4629,1,    0.005,1,       48,   4344.8
   3590.0,2,   1.5072,2,  34.6756,2,    142.3,2,   4.4629,1,    0.005,1,       48,   4346.8
   3592.0,2,   1.5064,2,  34.6755,2,    142.3,2,   4.4629,1,    0.005,1,       48,   4348.8
   3594.0,2,   1.5063,2,  34.6756,2,    142.4,2,   4.4629,1,    0.005,1,       48,   4350.8
   3596.0,2,   1.5063,2,  34.6757,2,    142.4,2,   4.4631,1,    0.005,1,       48,   4352.8
   3598.0,2,   1.5056,2,  34.6757,2,    142.5,2,   4.4629,1,    0.005,1,       48,   4354.8
   3600.0,2,   1.5054,2,  34.6757,2,    142.5,2,   4.4629,1,    0.005,1,       48,   4356.8
   3602.0,2,   1.5054,2,  34.6757,2,    142.6,2,   4.4629,1,    0.005,1,       36,   4358.5
   3604.0,2,   1.5054,2,  34.6757,2,    142.6,2,   4.4631,1,    0.005,1,       60,   4360.5
   3606.0,2,   1.5049,2,  34.6759,2,    142.7,2,   4.4628,1,    0.005,1,       48,   4362.8
   3608.0,2,   1.5047,2,  34.6759,2,    142.7,2,   4.4629,1,    0.005,1,       36,   4364.5
   3610.0,2,   1.5048,2,  34.6759,2,    142.7,2,   4.4631,1,    0.005,1,       60,   4366.5
   3612.0,2,   1.5046,2,  34.6760,2,    142.7,2,   4.4628,1,    0.005,1,       48,   4368.8
   3614.0,2,   1.5046,2,  34.6760,2,    142.9,2,   4.4626,1,    0.005,1,       48,   4370.8
   3616.0,2,   1.5046,2,  34.6761,2,    142.9,2,   4.4631,1,    0.005,1,       36,   4372.5
   3618.0,2,   1.5045,2,  34.6760,2,    143.0,2,   4.4629,1,    0.005,1,       48,   4374.2
   3620.0,2,   1.5038,2,  34.6762,2,    143.0,2,   4.4632,1,    0.005,1,       48,   4376.2
   3622.0,2,   1.5035,2,  34.6761,2,    143.0,2,   4.4630,1,    0.005,1,       36,   4378.0
   3624.0,2,   1.5028,2,  34.6762,2,    143.0,2,   4.4628,1,    0.005,1,       72,   4380.2
   3626.0,2,   1.5025,2,  34.6763,2,    142.8,2,   4.4626,1,    0.006,1,       36,   4382.5
   3628.0,2,   1.5023,2,  34.6763,2,    142.8,2,   4.4626,1,    0.006,1,       36,   4384.0
   3630.0,2,   1.5025,2,  34.6763,2,    142.9,2,   4.4625,1,    0.006,1,       48,   4385.8
   3632.0,2,   1.5026,2,  34.6763,2,    142.9,2,   4.4625,1,    0.006,1,       48,   4387.8
   3634.0,2,   1.5019,2,  34.6763,2,    142.9,2,   4.4626,1,    0.006,1,       60,   4390.0
   3636.0,2,   1.5017,2,  34.6763,2,    143.0,2,   4.4629,1,    0.006,1,       48,   4392.2
   3638.0,2,   1.5017,2,  34.6765,2,    143.0,2,   4.4626,1,    0.006,1,       36,   4394.0
   3640.0,2,   1.5018,2,  34.6765,2,    143.1,2,   4.4625,1,    0.006,1,       48,   4395.8
   3642.0,2,   1.5014,2,  34.6765,2,    143.1,2,   4.4615,1,    0.006,1,       48,   4397.8
   3644.0,2,   1.5013,2,  34.6764,2,    143.1,2,   4.4627,1,    0.006,1,       60,   4400.0
   3646.0,2,   1.5014,2,  34.6767,2,    143.1,2,   4.4627,1,    0.006,1,       48,   4402.2
   3648.0,2,   1.5012,2,  34.6767,2,    143.2,2,   4.4627,1,    0.006,1,       36,   4404.0
   3650.0,2,   1.5010,2,  34.6767,2,    143.2,2,   4.4625,1,    0.006,1,       48,   4405.8
   3652.0,2,   1.5009,2,  34.6768,2,    143.2,2,   4.4625,1,    0.006,1,       48,   4407.8
   3654.0,2,   1.5008,2,  34.6768,2,    143.3,2,   4.4627,1,    0.006,1,       48,   4409.8
   3656.0,2,   1.5008,2,  34.6768,2,    143.5,2,   4.4631,1,    0.005,1,       36,   4411.5
   3658.0,2,   1.5008,2,  34.6768,2,    143.8,2,   4.4630,1,    0.005,1,       60,   4413.5
   3660.0,2,   1.5008,2,  34.6767,2,    143.8,2,   4.4628,1,    0.005,1,       48,   4415.8
   3662.0,2,   1.5006,2,  34.6768,2,    143.8,2,   4.4631,1,    0.005,1,       36,   4417.5
   3664.0,2,   1.5003,2,  34.6769,2,    143.9,2,   4.4624,1,    0.005,1,       48,   4419.2
   3666.0,2,   1.5002,2,  34.6770,2,    143.9,2,   4.4631,1,    0.005,1,       48,   4421.2
