CTD,20130709ODF
# REPORTED CAST DEPTH IS CTD_DEPTH + DISTANCE_ABOVE_BOTTOM AT MAX PRESSURE
NUMBER_HEADERS = 11
EXPOCODE = 318M20130321
SECT_ID = P02W
STNNBR = 35
CASTNO = 1
DATE = 20130415
TIME = 0212
LATITUDE =  30.0001
LONGITUDE =  147.7915
DEPTH =  6173
INSTRUMENT_ID = 914
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,TRANSM,TRANSM_FLAG_W,FLUORM,FLUORM_FLAG_W,CTDNOBS,CTDETIME
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,0-5VDC,,,
   1074.0,2,   3.5864,2,  34.3125,2,     37.3,2,   4.4591,1,    0.005,1,       36,   1845.5
   1076.0,2,   3.5811,2,  34.3137,2,     37.1,2,   4.4589,1,    0.005,1,       60,   1847.5
   1078.0,2,   3.5771,2,  34.3142,2,     37.1,2,   4.4593,1,    0.005,1,       36,   1849.5
   1080.0,2,   3.5639,2,  34.3169,2,     37.1,2,   4.4592,1,    0.005,1,       48,   1851.2
   1082.0,2,   3.5610,2,  34.3172,2,     37.0,2,   4.4582,1,    0.005,1,       60,   1853.5
   1084.0,2,   3.5565,2,  34.3184,2,     37.0,2,   4.4594,1,    0.005,1,       48,   1855.8
   1086.0,2,   3.5519,2,  34.3193,2,     37.0,2,   4.4594,1,    0.005,1,       48,   1857.8
   1088.0,2,   3.5416,2,  34.3210,2,     37.0,2,   4.4593,1,    0.005,1,       48,   1859.8
   1090.0,2,   3.5312,2,  34.3228,2,     37.1,2,   4.4592,1,    0.005,1,       48,   1861.8
   1092.0,2,   3.5248,2,  34.3240,2,     37.1,2,   4.4588,1,    0.005,1,       60,   1864.0
   1094.0,2,   3.5186,2,  34.3251,2,     37.2,2,   4.4591,1,    0.005,1,       48,   1866.2
   1096.0,2,   3.5119,2,  34.3263,2,     37.1,2,   4.4591,1,    0.005,1,       60,   1868.5
   1098.0,2,   3.5101,2,  34.3267,2,     37.2,2,   4.4590,1,    0.005,1,       36,   1870.5
   1100.0,2,   3.5073,2,  34.3272,2,     37.2,2,   4.4592,1,    0.005,1,       48,   1872.2
   1102.0,2,   3.4881,2,  34.3303,2,     37.3,2,   4.4593,1,    0.005,1,       60,   1874.5
   1104.0,2,   3.4771,2,  34.3326,2,     37.3,2,   4.4591,1,    0.005,1,       48,   1876.8
   1106.0,2,   3.4740,2,  34.3332,2,     37.4,2,   4.4592,1,    0.005,1,       48,   1878.8
   1108.0,2,   3.4717,2,  34.3335,2,     37.3,2,   4.4590,1,    0.005,1,       36,   1880.5
   1110.0,2,   3.4634,2,  34.3349,2,     37.3,2,   4.4591,1,    0.005,1,       48,   1882.2
   1112.0,2,   3.4606,2,  34.3355,2,     37.2,2,   4.4592,1,    0.005,1,       60,   1884.5
   1114.0,2,   3.4544,2,  34.3366,2,     37.3,2,   4.4593,1,    0.005,1,       59,   1887.0
   1116.0,2,   3.4524,2,  34.3371,2,     37.3,2,   4.4593,1,    0.005,1,       48,   1889.2
   1118.0,2,   3.4447,2,  34.3384,2,     37.2,2,   4.4591,1,    0.005,1,       36,   1891.0
   1120.0,2,   3.4383,2,  34.3395,2,     37.2,2,   4.4593,1,    0.005,1,       48,   1892.8
   1122.0,2,   3.4363,2,  34.3400,2,     37.2,2,   4.4591,1,    0.005,1,       60,   1895.0
   1124.0,2,   3.4355,2,  34.3402,2,     37.2,2,   4.4592,1,    0.005,1,       60,   1897.5
   1126.0,2,   3.4281,2,  34.3417,2,     37.2,2,   4.4593,1,    0.005,1,       36,   1899.5
   1128.0,2,   3.4112,2,  34.3449,2,     37.2,2,   4.4590,1,    0.005,1,       48,   1901.2
   1130.0,2,   3.3998,2,  34.3469,2,     37.1,2,   4.4592,1,    0.005,1,       48,   1903.2
   1132.0,2,   3.3911,2,  34.3482,2,     37.1,2,   4.4590,1,    0.005,1,       72,   1905.8
   1134.0,2,   3.3836,2,  34.3499,2,     37.1,2,   4.4593,1,    0.005,1,       36,   1908.0
   1136.0,2,   3.3834,2,  34.3499,2,     37.1,2,   4.4593,1,    0.005,1,       48,   1909.8
   1138.0,2,   3.3834,2,  34.3499,2,     37.1,2,   4.4591,1,    0.005,1,       48,   1911.8
   1140.0,2,   3.3830,2,  34.3501,2,     37.1,2,   4.4592,1,    0.005,1,       48,   1913.8
   1142.0,2,   3.3831,2,  34.3503,2,     37.1,2,   4.4592,1,    0.005,1,       60,   1916.0
   1144.0,2,   3.3832,2,  34.3502,2,     37.1,2,   4.4593,1,    0.005,1,       48,   1918.2
   1146.0,2,   3.3832,2,  34.3504,2,     37.1,2,   4.4592,1,    0.005,1,       48,   1920.2
   1148.0,2,   3.3832,2,  34.3502,2,     37.2,2,   4.4594,1,    0.005,1,       60,   1922.5
   1150.0,2,   3.3821,2,  34.3506,2,     37.2,2,   4.4592,1,    0.005,1,       48,   1924.8
   1152.0,2,   3.3720,2,  34.3519,2,     37.2,2,   4.4593,1,    0.005,1,       35,   1926.5
   1154.0,2,   3.3700,2,  34.3523,2,     37.3,2,   4.4587,1,    0.005,1,       48,   1928.2
   1156.0,2,   3.3696,2,  34.3521,2,     37.3,2,   4.4592,1,    0.005,1,       60,   1930.5
   1158.0,2,   3.3636,2,  34.3526,2,     37.4,2,   4.4593,1,    0.005,1,       60,   1933.0
   1160.0,2,   3.3631,2,  34.3526,2,     37.5,2,   4.4594,1,    0.005,1,       36,   1935.0
   1162.0,2,   3.3616,2,  34.3526,2,     37.7,2,   4.4585,1,    0.005,1,       48,   1936.8
   1164.0,2,   3.3548,2,  34.3534,2,     37.8,2,   4.4592,1,    0.005,1,       60,   1939.0
   1166.0,2,   3.3429,2,  34.3550,2,     38.1,2,   4.4591,1,    0.005,1,       48,   1941.2
   1168.0,2,   3.3339,2,  34.3564,2,     38.2,2,   4.4591,1,    0.005,1,       36,   1943.0
   1170.0,2,   3.3270,2,  34.3573,2,     38.3,2,   4.4590,1,    0.005,1,       48,   1944.8
   1172.0,2,   3.3195,2,  34.3585,2,     38.5,2,   4.4590,1,    0.005,1,       72,   1947.2
   1174.0,2,   3.3125,2,  34.3600,2,     38.5,2,   4.4591,1,    0.005,1,       48,   1949.8
   1176.0,2,   3.3058,2,  34.3613,2,     38.6,2,   4.4590,1,    0.005,1,       36,   1951.5
   1178.0,2,   3.3001,2,  34.3622,2,     38.6,2,   4.4592,1,    0.005,1,       36,   1953.0
   1180.0,2,   3.2910,2,  34.3636,2,     38.5,2,   4.4593,1,    0.005,1,       84,   1955.5
   1182.0,2,   3.2877,2,  34.3644,2,     38.4,2,   4.4590,1,    0.005,1,       36,   1958.0
   1184.0,2,   3.2859,2,  34.3648,2,     38.5,2,   4.4591,1,    0.005,1,       36,   1959.5
   1186.0,2,   3.2793,2,  34.3656,2,     38.5,2,   4.4593,1,    0.005,1,       48,   1961.2
   1188.0,2,   3.2699,2,  34.3671,2,     38.5,2,   4.4593,1,    0.005,1,       48,   1963.2
   1190.0,2,   3.2636,2,  34.3683,2,     38.5,2,   4.4591,1,    0.005,1,       36,   1965.0
   1192.0,2,   3.2526,2,  34.3703,2,     38.5,2,   4.4594,1,    0.005,1,       72,   1967.2
   1194.0,2,   3.2440,2,  34.3719,2,     38.4,2,   4.4591,1,    0.005,1,       36,   1969.5
   1196.0,2,   3.2396,2,  34.3727,2,     38.3,2,   4.4591,1,    0.005,1,       48,   1971.2
   1198.0,2,   3.2386,2,  34.3729,2,     38.3,2,   4.4592,1,    0.005,1,       48,   1973.2
   1200.0,2,   3.2384,2,  34.3732,2,     38.3,2,   4.4592,1,    0.005,1,       48,   1975.2
   1202.0,2,   3.2378,2,  34.3733,2,     38.2,2,   4.4585,1,    0.005,1,       48,   1977.2
   1204.0,2,   3.2322,2,  34.3743,2,     38.2,2,   4.4586,1,    0.005,1,       60,   1979.5
   1206.0,2,   3.2239,2,  34.3758,2,     38.2,2,   4.4591,1,    0.005,1,       36,   1981.5
   1208.0,2,   3.2198,2,  34.3764,2,     38.2,2,   4.4594,1,    0.005,1,       48,   1983.2
   1210.0,2,   3.2155,2,  34.3772,2,     38.1,2,   4.4593,1,    0.005,1,       60,   1985.5
   1212.0,2,   3.2050,2,  34.3794,2,     38.0,2,   4.4594,1,    0.005,1,       36,   1987.5
   1214.0,2,   3.2014,2,  34.3799,2,     38.1,2,   4.4590,1,    0.005,1,       36,   1989.0
   1216.0,2,   3.1929,2,  34.3808,2,     37.9,2,   4.4594,1,    0.005,1,       72,   1991.2
   1218.0,2,   3.1875,2,  34.3818,2,     37.9,2,   4.4592,1,    0.005,1,       36,   1993.5
   1220.0,2,   3.1858,2,  34.3822,2,     37.9,2,   4.4590,1,    0.005,1,       48,   1995.2
   1222.0,2,   3.1792,2,  34.3832,2,     38.0,2,   4.4593,1,    0.005,1,       48,   1997.2
   1224.0,2,   3.1766,2,  34.3836,2,     37.9,2,   4.4592,1,    0.005,1,       48,   1999.2
   1226.0,2,   3.1724,2,  34.3841,2,     37.9,2,   4.4591,1,    0.005,1,       48,   2001.2
   1228.0,2,   3.1678,2,  34.3851,2,     38.0,2,   4.4592,1,    0.005,1,       36,   2003.0
   1230.0,2,   3.1650,2,  34.3867,2,     38.0,2,   4.4593,1,    0.005,1,       60,   2005.0
   1232.0,2,   3.1591,2,  34.3875,2,     37.9,2,   4.4592,1,    0.005,1,       48,   2007.2
   1234.0,2,   3.1435,2,  34.3899,2,     37.7,2,   4.4588,1,    0.005,1,       48,   2009.2
   1236.0,2,   3.1409,2,  34.3906,2,     37.6,2,   4.4591,1,    0.005,1,       36,   2011.0
   1238.0,2,   3.1405,2,  34.3906,2,     37.6,2,   4.4590,1,    0.005,1,       48,   2012.8
   1240.0,2,   3.1392,2,  34.3908,2,     37.5,2,   4.4593,1,    0.005,1,       60,   2015.0
   1242.0,2,   3.1386,2,  34.3910,2,     37.5,2,   4.4589,1,    0.005,1,       36,   2017.0
   1244.0,2,   3.1361,2,  34.3914,2,     37.4,2,   4.4593,1,    0.005,1,       48,   2018.8
   1246.0,2,   3.1170,2,  34.3938,2,     37.5,2,   4.4594,1,    0.005,1,       72,   2021.2
   1248.0,2,   3.1114,2,  34.3949,2,     37.5,2,   4.4594,1,    0.005,1,       36,   2023.5
   1250.0,2,   3.1079,2,  34.3957,2,     37.5,2,   4.4592,1,    0.005,1,       36,   2025.0
   1252.0,2,   3.1009,2,  34.3971,2,     37.6,2,   4.4589,1,    0.005,1,       60,   2027.0
   1254.0,2,   3.0991,2,  34.3974,2,     37.4,2,   4.4591,1,    0.005,1,       48,   2029.2
   1256.0,2,   3.0992,2,  34.3975,2,     37.4,2,   4.4593,1,    0.005,1,       48,   2031.2
   1258.0,2,   3.0990,2,  34.3977,2,     37.3,2,   4.4590,1,    0.005,1,       48,   2033.2
   1260.0,2,   3.0972,2,  34.3981,2,     37.3,2,   4.4593,1,    0.005,1,       36,   2035.0
   1262.0,2,   3.0947,2,  34.3985,2,     37.3,2,   4.4592,1,    0.005,1,       48,   2036.8
   1264.0,2,   3.0889,2,  34.3994,2,     37.3,2,   4.4593,1,    0.005,1,       48,   2038.8
   1266.0,2,   3.0800,2,  34.4009,2,     37.3,2,   4.4593,1,    0.005,1,       48,   2040.8
   1268.0,2,   3.0723,2,  34.4022,2,     37.2,2,   4.4593,1,    0.005,1,       60,   2043.0
   1270.0,2,   3.0713,2,  34.4024,2,     37.2,2,   4.4593,1,    0.005,1,       60,   2045.5
   1272.0,2,   3.0645,2,  34.4032,2,     37.2,2,   4.4592,1,    0.005,1,       36,   2047.5
   1274.0,2,   3.0549,2,  34.4047,2,     37.2,2,   4.4594,1,    0.005,1,       36,   2049.0
   1276.0,2,   3.0436,2,  34.4060,2,     37.1,2,   4.4592,1,    0.005,1,       48,   2050.8
   1278.0,2,   3.0364,2,  34.4069,2,     37.2,2,   4.4593,1,    0.005,1,       60,   2053.0
   1280.0,2,   3.0309,2,  34.4080,2,     37.3,2,   4.4592,1,    0.005,1,       60,   2055.5
   1282.0,2,   3.0263,2,  34.4088,2,     37.4,2,   4.4591,1,    0.005,1,       36,   2057.5
   1284.0,2,   3.0193,2,  34.4100,2,     37.4,2,   4.4594,1,    0.005,1,       36,   2059.0
   1286.0,2,   3.0116,2,  34.4111,2,     37.4,2,   4.4593,1,    0.005,1,       60,   2061.0
   1288.0,2,   3.0046,2,  34.4128,2,     37.4,2,   4.4595,1,    0.005,1,       48,   2063.2
   1290.0,2,   2.9966,2,  34.4145,2,     37.5,2,   4.4594,1,    0.005,1,       48,   2065.2
   1292.0,2,   2.9850,2,  34.4160,2,     37.4,2,   4.4592,1,    0.005,1,       48,   2067.2
   1294.0,2,   2.9775,2,  34.4174,2,     37.4,2,   4.4596,1,    0.005,1,       72,   2069.8
   1296.0,2,   2.9760,2,  34.4177,2,     37.4,2,   4.4595,1,    0.005,1,       36,   2072.0
   1298.0,2,   2.9737,2,  34.4184,2,     37.4,2,   4.4592,1,    0.005,1,       36,   2073.5
   1300.0,2,   2.9717,2,  34.4191,2,     37.5,2,   4.4594,1,    0.005,1,       36,   2075.0
   1302.0,2,   2.9715,2,  34.4191,2,     37.3,2,   4.4596,1,    0.005,1,       84,   2077.5
   1304.0,2,   2.9708,2,  34.4194,2,     37.3,2,   4.4594,1,    0.005,1,       36,   2080.0
   1306.0,2,   2.9704,2,  34.4195,2,     37.3,2,   4.4593,1,    0.005,1,       48,   2081.8
   1308.0,2,   2.9677,2,  34.4200,2,     37.2,2,   4.4594,1,    0.005,1,       48,   2083.8
   1310.0,2,   2.9629,2,  34.4210,2,     37.2,2,   4.4596,1,    0.005,1,       48,   2085.8
   1312.0,2,   2.9617,2,  34.4213,2,     37.2,2,   4.4594,1,    0.005,1,       48,   2087.8
   1314.0,2,   2.9603,2,  34.4215,2,     37.2,2,   4.4593,1,    0.005,1,       36,   2089.5
   1316.0,2,   2.9561,2,  34.4222,2,     37.2,2,   4.4592,1,    0.005,1,       72,   2091.8
   1318.0,2,   2.9522,2,  34.4229,2,     37.2,2,   4.4591,1,    0.005,1,       48,   2094.2
   1320.0,2,   2.9466,2,  34.4240,2,     37.2,2,   4.4593,1,    0.005,1,       48,   2096.2
   1322.0,2,   2.9421,2,  34.4248,2,     37.2,2,   4.4597,1,    0.005,1,       36,   2098.0
   1324.0,2,   2.9350,2,  34.4258,2,     37.3,2,   4.4593,1,    0.005,1,       36,   2099.5
   1326.0,2,   2.9289,2,  34.4270,2,     37.3,2,   4.4595,1,    0.005,1,       96,   2102.2
   1328.0,2,   2.9219,2,  34.4285,2,     37.2,2,   4.4597,1,    0.005,1,       24,   2104.8
   1330.0,2,   2.9164,2,  34.4295,2,     37.3,2,   4.4595,1,    0.005,1,       36,   2106.0
   1332.0,2,   2.9081,2,  34.4312,2,     37.3,2,   4.4592,1,    0.005,1,       60,   2108.0
   1334.0,2,   2.9023,2,  34.4322,2,     37.3,2,   4.4595,1,    0.005,1,       60,   2110.5
   1336.0,2,   2.9007,2,  34.4326,2,     37.3,2,   4.4595,1,    0.005,1,       48,   2112.8
   1338.0,2,   2.8982,2,  34.4332,2,     37.2,2,   4.4595,1,    0.005,1,       36,   2114.5
   1340.0,2,   2.8952,2,  34.4335,2,     37.3,2,   4.4594,1,    0.005,1,       72,   2116.8
   1342.0,2,   2.8940,2,  34.4337,2,     37.4,2,   4.4594,1,    0.005,1,       48,   2119.2
   1344.0,2,   2.8928,2,  34.4342,2,     37.4,2,   4.4590,1,    0.005,1,       36,   2121.0
   1346.0,2,   2.8921,2,  34.4342,2,     37.5,2,   4.4591,1,    0.005,1,       36,   2122.5
   1348.0,2,   2.8853,2,  34.4352,2,     37.4,2,   4.4594,1,    0.005,1,       60,   2124.5
   1350.0,2,   2.8744,2,  34.4374,2,     37.5,2,   4.4596,1,    0.005,1,       48,   2126.8
   1352.0,2,   2.8702,2,  34.4378,2,     37.5,2,   4.4585,1,    0.005,1,       48,   2128.8
   1354.0,2,   2.8582,2,  34.4402,2,     37.6,2,   4.4594,1,    0.005,1,       60,   2131.0
   1356.0,2,   2.8535,2,  34.4415,2,     37.7,2,   4.4597,1,    0.005,1,       36,   2133.0
   1358.0,2,   2.8508,2,  34.4420,2,     37.7,2,   4.4597,1,    0.005,1,       60,   2135.0
   1360.0,2,   2.8436,2,  34.4436,2,     37.8,2,   4.4596,1,    0.005,1,       48,   2137.2
   1362.0,2,   2.8372,2,  34.4446,2,     37.9,2,   4.4596,1,    0.005,1,       60,   2139.5
   1364.0,2,   2.8272,2,  34.4464,2,     38.0,2,   4.4595,1,    0.005,1,       48,   2141.8
   1366.0,2,   2.8219,2,  34.4479,2,     38.1,2,   4.4599,1,    0.005,1,       36,   2143.5
   1368.0,2,   2.8171,2,  34.4487,2,     38.1,2,   4.4598,1,    0.005,1,       48,   2145.2
   1370.0,2,   2.8101,2,  34.4504,2,     38.3,2,   4.4597,1,    0.005,1,       60,   2147.5
   1372.0,2,   2.8056,2,  34.4515,2,     38.4,2,   4.4598,1,    0.005,1,       48,   2149.8
   1374.0,2,   2.8011,2,  34.4522,2,     38.5,2,   4.4599,1,    0.005,1,       48,   2151.8
   1376.0,2,   2.7962,2,  34.4530,2,     38.7,2,   4.4599,1,    0.005,1,       48,   2153.8
   1378.0,2,   2.7929,2,  34.4535,2,     38.7,2,   4.4599,1,    0.005,1,       48,   2155.8
   1380.0,2,   2.7867,2,  34.4546,2,     38.8,2,   4.4597,1,    0.005,1,       60,   2158.0
   1382.0,2,   2.7818,2,  34.4552,2,     38.9,2,   4.4598,1,    0.005,1,       48,   2160.2
   1384.0,2,   2.7749,2,  34.4563,2,     39.0,2,   4.4597,1,    0.005,1,       36,   2162.0
   1386.0,2,   2.7730,2,  34.4565,2,     39.0,2,   4.4597,1,    0.005,1,       48,   2163.8
   1388.0,2,   2.7672,2,  34.4572,2,     38.7,2,   4.4595,1,    0.007,1,       48,   2165.8
   1390.0,2,   2.7637,2,  34.4577,2,     38.7,2,   4.4596,1,    0.007,1,       60,   2168.0
   1392.0,2,   2.7598,2,  34.4584,2,     38.8,2,   4.4598,1,    0.007,1,       48,   2170.2
   1394.0,2,   2.7581,2,  34.4586,2,     38.8,2,   4.4596,1,    0.007,1,       48,   2172.2
   1396.0,2,   2.7515,2,  34.4595,2,     38.8,2,   4.4598,1,    0.007,1,       60,   2174.5
   1398.0,2,   2.7398,2,  34.4611,2,     38.9,2,   4.4595,1,    0.007,1,       36,   2176.5
   1400.0,2,   2.7358,2,  34.4616,2,     38.9,2,   4.4595,1,    0.007,1,       48,   2178.2
   1402.0,2,   2.7338,2,  34.4620,2,     39.1,2,   4.4596,1,    0.006,1,       48,   2180.2
   1404.0,2,   2.7306,2,  34.4624,2,     39.4,2,   4.4597,1,    0.005,1,       48,   2182.2
   1406.0,2,   2.7210,2,  34.4636,2,     39.4,2,   4.4535,1,    0.005,1,       72,   2184.8
   1408.0,2,   2.7175,2,  34.4647,2,     39.5,2,   4.4596,1,    0.005,1,       36,   2187.0
   1410.0,2,   2.7156,2,  34.4649,2,     39.5,2,   4.4599,1,    0.005,1,       36,   2188.5
   1412.0,2,   2.7114,2,  34.4656,2,     39.6,2,   4.4597,1,    0.005,1,       48,   2190.2
   1414.0,2,   2.7102,2,  34.4657,2,     39.7,2,   4.4600,1,    0.005,1,       60,   2192.5
   1416.0,2,   2.7061,2,  34.4663,2,     39.8,2,   4.4599,1,    0.005,1,       48,   2194.8
   1418.0,2,   2.6969,2,  34.4674,2,     39.9,2,   4.4599,1,    0.005,1,       48,   2196.8
   1420.0,2,   2.6920,2,  34.4678,2,     39.9,2,   4.4595,1,    0.005,1,       48,   2198.8
   1422.0,2,   2.6914,2,  34.4681,2,     39.9,2,   4.4598,1,    0.005,1,       60,   2201.0
   1424.0,2,   2.6912,2,  34.4683,2,     40.0,2,   4.4598,1,    0.005,1,       48,   2203.2
   1426.0,2,   2.6893,2,  34.4686,2,     40.0,2,   4.4597,1,    0.005,1,       36,   2205.0
   1428.0,2,   2.6833,2,  34.4697,2,     40.0,2,   4.4597,1,    0.005,1,       60,   2207.0
   1430.0,2,   2.6824,2,  34.4700,2,     40.1,2,   4.4597,1,    0.005,1,       48,   2209.2
   1432.0,2,   2.6819,2,  34.4701,2,     40.1,2,   4.4598,1,    0.005,1,       48,   2211.2
   1434.0,2,   2.6797,2,  34.4705,2,     40.1,2,   4.4596,1,    0.005,1,       36,   2213.0
   1436.0,2,   2.6776,2,  34.4708,2,     40.2,2,   4.4596,1,    0.005,1,       72,   2215.2
   1438.0,2,   2.6721,2,  34.4721,2,     40.2,2,   4.4597,1,    0.005,1,       36,   2217.5
   1440.0,2,   2.6684,2,  34.4728,2,     40.4,2,   4.4597,1,    0.005,1,       48,   2219.2
   1442.0,2,   2.6666,2,  34.4731,2,     40.5,2,   4.4596,1,    0.005,1,       48,   2221.2
   1444.0,2,   2.6631,2,  34.4735,2,     40.5,2,   4.4596,1,    0.005,1,       60,   2223.5
   1446.0,2,   2.6578,2,  34.4745,2,     40.5,2,   4.4597,1,    0.005,1,       36,   2225.5
   1448.0,2,   2.6554,2,  34.4748,2,     40.7,2,   4.4598,1,    0.005,1,       60,   2227.5
   1450.0,2,   2.6515,2,  34.4751,2,     40.7,2,   4.4597,1,    0.005,1,       48,   2229.8
   1452.0,2,   2.6493,2,  34.4755,2,     40.9,2,   4.4597,1,    0.005,1,       48,   2231.8
   1454.0,2,   2.6444,2,  34.4763,2,     40.9,2,   4.4598,1,    0.005,1,       48,   2233.8
   1456.0,2,   2.6378,2,  34.4772,2,     41.0,2,   4.4597,1,    0.005,1,       60,   2236.0
   1458.0,2,   2.6342,2,  34.4776,2,     41.0,2,   4.4599,1,    0.005,1,       36,   2238.0
   1460.0,2,   2.6274,2,  34.4787,2,     41.1,2,   4.4597,1,    0.005,1,       48,   2239.8
   1462.0,2,   2.6230,2,  34.4793,2,     41.1,2,   4.4596,1,    0.005,1,       60,   2242.0
   1464.0,2,   2.6177,2,  34.4803,2,     41.3,2,   4.4598,1,    0.005,1,       48,   2244.2
   1466.0,2,   2.6141,2,  34.4809,2,     41.3,2,   4.4598,1,    0.005,1,       36,   2246.0
   1468.0,2,   2.6114,2,  34.4813,2,     41.4,2,   4.4597,1,    0.005,1,       36,   2247.5
   1470.0,2,   2.6051,2,  34.4824,2,     41.5,2,   4.4598,1,    0.005,1,       84,   2250.0
   1472.0,2,   2.6021,2,  34.4829,2,     41.7,2,   4.4597,1,    0.005,1,       36,   2252.5
   1474.0,2,   2.5925,2,  34.4849,2,     41.8,2,   4.4598,1,    0.005,1,       24,   2253.8
   1476.0,2,   2.5892,2,  34.4854,2,     41.8,2,   4.4580,1,    0.005,1,       60,   2255.5
   1478.0,2,   2.5876,2,  34.4855,2,     42.0,2,   4.4598,1,    0.005,1,       60,   2258.0
   1480.0,2,   2.5862,2,  34.4861,2,     42.1,2,   4.4598,1,    0.005,1,       48,   2260.2
   1482.0,2,   2.5860,2,  34.4863,2,     42.3,2,   4.4600,1,    0.005,1,       36,   2262.0
   1484.0,2,   2.5850,2,  34.4863,2,     42.3,2,   4.4600,1,    0.005,1,       48,   2263.8
   1486.0,2,   2.5846,2,  34.4865,2,     42.3,2,   4.4595,1,    0.005,1,       48,   2265.8
   1488.0,2,   2.5842,2,  34.4865,2,     42.5,2,   4.4597,1,    0.005,1,       60,   2268.0
   1490.0,2,   2.5836,2,  34.4867,2,     42.6,2,   4.4598,1,    0.005,1,       48,   2270.2
   1492.0,2,   2.5810,2,  34.4873,2,     42.6,2,   4.4599,1,    0.005,1,       48,   2272.2
   1494.0,2,   2.5795,2,  34.4876,2,     42.6,2,   4.4591,1,    0.005,1,       48,   2274.2
   1496.0,2,   2.5771,2,  34.4881,2,     42.7,2,   4.4600,1,    0.005,1,       36,   2276.0
   1498.0,2,   2.5744,2,  34.4884,2,     42.8,2,   4.4598,1,    0.005,1,       48,   2277.8
   1500.0,2,   2.5715,2,  34.4887,2,     42.8,2,   4.4598,1,    0.005,1,       60,   2280.0
   1502.0,2,   2.5685,2,  34.4894,2,     42.9,2,   4.4598,1,    0.005,1,       48,   2282.2
   1504.0,2,   2.5680,2,  34.4893,2,     42.9,2,   4.4599,1,    0.005,1,       48,   2284.2
   1506.0,2,   2.5683,2,  34.4894,2,     42.9,2,   4.4588,1,    0.005,1,       48,   2286.2
   1508.0,2,   2.5652,2,  34.4900,2,     43.0,2,   4.4596,1,    0.005,1,       48,   2288.2
   1510.0,2,   2.5601,2,  34.4909,2,     42.9,2,   4.4597,1,    0.005,1,       36,   2290.0
   1512.0,2,   2.5565,2,  34.4914,2,     43.0,2,   4.4597,1,    0.005,1,       60,   2292.0
   1514.0,2,   2.5535,2,  34.4917,2,     43.2,2,   4.4600,1,    0.005,1,       60,   2294.5
   1516.0,2,   2.5485,2,  34.4928,2,     43.3,2,   4.4600,1,    0.005,1,       36,   2296.5
   1518.0,2,   2.5409,2,  34.4941,2,     43.4,2,   4.4600,1,    0.005,1,       48,   2298.2
   1520.0,2,   2.5342,2,  34.4958,2,     43.5,2,   4.4599,1,    0.005,1,       48,   2300.2
   1522.0,2,   2.5281,2,  34.4973,2,     43.7,2,   4.4600,1,    0.005,1,       48,   2302.2
   1524.0,2,   2.5250,2,  34.4978,2,     44.0,2,   4.4603,1,    0.005,1,       60,   2304.5
   1526.0,2,   2.5227,2,  34.4982,2,     44.2,2,   4.4601,1,    0.005,1,       48,   2306.8
   1528.0,2,   2.5209,2,  34.4985,2,     44.5,2,   4.4600,1,    0.005,1,       48,   2308.8
   1530.0,2,   2.5174,2,  34.4993,2,     44.6,2,   4.4595,1,    0.005,1,       48,   2310.8
   1532.0,2,   2.5126,2,  34.5002,2,     44.8,2,   4.4599,1,    0.005,1,       36,   2312.5
   1534.0,2,   2.5113,2,  34.5003,2,     44.9,2,   4.4599,1,    0.005,1,       48,   2314.2
   1536.0,2,   2.5107,2,  34.5004,2,     45.0,2,   4.4603,1,    0.005,1,       60,   2316.5
   1538.0,2,   2.5093,2,  34.5007,2,     45.1,2,   4.4601,1,    0.005,1,       48,   2318.8
   1540.0,2,   2.5057,2,  34.5015,2,     45.3,2,   4.4602,1,    0.005,1,       48,   2320.8
   1542.0,2,   2.5051,2,  34.5016,2,     45.3,2,   4.4603,1,    0.005,1,       48,   2322.8
   1544.0,2,   2.5049,2,  34.5016,2,     45.4,2,   4.4602,1,    0.005,1,       60,   2325.0
   1546.0,2,   2.5026,2,  34.5022,2,     45.5,2,   4.4599,1,    0.005,1,       36,   2327.0
   1548.0,2,   2.5013,2,  34.5024,2,     45.6,2,   4.4601,1,    0.005,1,       48,   2328.8
   1550.0,2,   2.4999,2,  34.5025,2,     45.7,2,   4.4602,1,    0.005,1,       48,   2330.8
   1552.0,2,   2.4954,2,  34.5034,2,     45.7,2,   4.4601,1,    0.005,1,       60,   2333.0
   1554.0,2,   2.4941,2,  34.5036,2,     45.8,2,   4.4603,1,    0.005,1,       48,   2335.2
   1556.0,2,   2.4926,2,  34.5039,2,     45.9,2,   4.4600,1,    0.005,1,       36,   2337.0
   1558.0,2,   2.4917,2,  34.5038,2,     46.0,2,   4.4600,1,    0.005,1,       60,   2339.0
   1560.0,2,   2.4911,2,  34.5038,2,     46.0,2,   4.4601,1,    0.005,1,       48,   2341.2
   1562.0,2,   2.4880,2,  34.5044,2,     46.0,2,   4.4599,1,    0.005,1,       36,   2343.0
   1564.0,2,   2.4834,2,  34.5053,2,     46.1,2,   4.4600,1,    0.005,1,       48,   2344.8
   1566.0,2,   2.4819,2,  34.5056,2,     46.2,2,   4.4603,1,    0.005,1,       60,   2347.0
